0 0     -3.859900e+02 3.871200e+02
5 10858     6.066100e+02 -5.588000e+01
6 10858     -2.713900e+02 6.709500e+02
11 10858     3.253900e+02 -1.824400e+02
1 10859     6.781899e+02 5.422700e+02
2 10859     -7.500000e+01 3.610100e+02
6 10859     -2.209000e+02 6.866200e+02
13 10859     3.879800e+02 2.628900e+02
14 10859     5.550200e+02 -1.306700e+02
1 10860     6.781899e+02 5.422700e+02
2 10860     -7.500000e+01 3.610100e+02
4 10860     5.452002e+01 -5.300100e+02
6 10860     -2.209000e+02 6.866200e+02
9 10860     -2.188900e+02 3.858200e+02
13 10860     3.879800e+02 2.628900e+02
14 10860     5.550200e+02 -1.306700e+02
1 10861     3.037400e+02 5.307800e+02
5 10861     3.358000e+02 -1.462200e+02
6 10861     -5.600500e+02 5.115700e+02
7 10861     -2.973400e+02 5.646100e+02
8 10861     -2.147000e+02 2.004500e+02
12 10861     -3.820300e+02 5.030100e+02
1 10862     7.772400e+02 5.175900e+02
2 10862     -2.119995e+00 3.567700e+02
9 10862     -1.568500e+02 3.842800e+02
13 10862     4.563400e+02 2.651900e+02
1 10863     6.222200e+02 5.142100e+02
4 10863     3.559003e+01 -5.003800e+02
6 10863     -2.564200e+02 6.353000e+02
9 10863     -2.434600e+02 3.508300e+02
11 10863     3.348800e+02 -2.073400e+02
1 10864     8.533000e+02 5.110000e+02
5 10864     8.047800e+02 -3.603998e+01
6 10864     -6.739001e+01 7.203500e+02
9 10864     -1.153300e+02 3.938900e+02
11 10864     5.020100e+02 -1.623700e+02
13 10864     5.050200e+02 2.748700e+02
14 10864     6.980100e+02 -1.199500e+02
1 10865     6.882001e+01 5.102700e+02
5 10865     1.175600e+02 -2.241000e+02
11 10865     -1.069500e+02 -3.285100e+02
12 10865     -6.152400e+02 3.817700e+02
1 10866     7.393300e+02 5.025900e+02
4 10866     3.702002e+01 -5.700900e+02
5 10866     7.151500e+02 -6.946002e+01
6 10866     -1.534900e+02 6.701000e+02
8 10866     6.253998e+01 2.638200e+02
13 10866     4.356600e+02 2.468200e+02
1 10867     6.537900e+02 5.010000e+02
4 10867     3.000000e+01 -5.197500e+02
11 10867     3.628199e+02 -2.099900e+02
13 10867     3.799301e+02 2.269800e+02
1 10868     7.646100e+02 5.003100e+02
3 10868     -1.495200e+02 4.809998e+00
14 10868     6.339600e+02 -1.475800e+02
1 10869     1.041400e+02 4.896300e+02
4 10869     -1.337000e+01 -2.094100e+02
7 10869     -4.630900e+02 4.567900e+02
8 10869     -3.531900e+02 1.162300e+02
11 10869     -7.335999e+01 -3.384300e+02
12 10869     -5.665200e+02 3.750400e+02
1 10870     -8.721002e+01 4.879700e+02
5 10870     -3.167999e+01 -2.846600e+02
7 10870     -6.462000e+02 3.854000e+02
10 10870     -6.534400e+02 5.434100e+02
1 10871     8.525000e+01 4.810900e+02
7 10871     -4.748600e+02 4.420900e+02
11 10871     -8.707001e+01 -3.489700e+02
12 10871     -5.842100e+02 3.588600e+02
1 10872     7.098400e+02 4.784500e+02
4 10872     2.134003e+01 -5.553000e+02
9 10872     -1.829100e+02 3.389300e+02
11 10872     4.106600e+02 -2.150300e+02
13 10872     4.221899e+02 2.237500e+02
1 10873     3.578000e+02 4.559400e+02
5 10873     3.972400e+02 -2.063600e+02
7 10873     -2.252500e+02 5.121600e+02
9 10873     -3.968000e+02 2.365000e+02
13 10873     1.861100e+02 1.238100e+02
1 10874     3.832700e+02 4.541500e+02
2 10874     -2.685500e+02 2.020400e+02
3 10874     -4.020000e+02 -1.300500e+02
4 10874     -1.575000e+01 -3.675400e+02
5 10874     4.226899e+02 -2.023800e+02
6 10874     -4.472300e+02 4.602800e+02
7 10874     -2.020800e+02 5.180500e+02
8 10874     -1.409700e+02 1.529500e+02
9 10874     -3.770000e+02 2.401800e+02
12 10874     -2.741600e+02 4.524100e+02
14 10874     3.325400e+02 -2.879900e+02
1 10875     6.898400e+02 4.421100e+02
4 10875     -3.699951e-01 -5.476200e+02
6 10875     -1.692600e+02 5.871300e+02
12 10875     -4.239990e+00 5.548400e+02
1 10876     -7.801400e+02 4.205900e+02
4 10876     -8.607001e+01 2.574500e+02
1 10877     3.708700e+02 4.207500e+02
2 10877     -2.711200e+02 1.625500e+02
5 10877     4.153500e+02 -2.391000e+02
6 10877     -4.475100e+02 4.148700e+02
1 10878     4.964800e+02 4.166700e+02
4 10878     -2.869000e+01 -4.348800e+02
1 10879     6.567800e+02 4.169700e+02
3 10879     -1.924100e+02 -9.470001e+01
6 10879     -1.856200e+02 5.464400e+02
1 10880     5.935800e+02 4.141800e+02
7 10880     -1.765997e+01 5.494000e+02
1 10881     4.934800e+02 4.084400e+02
4 10881     -3.392999e+01 -4.332100e+02
5 10881     5.291200e+02 -2.182600e+02
6 10881     -3.267700e+02 4.621200e+02
7 10881     -9.600000e+01 5.129700e+02
12 10881     -1.574800e+02 4.482300e+02
13 10881     2.915699e+02 1.204100e+02
1 10882     1.470300e+02 4.010300e+02
2 10882     -4.624600e+02 6.913000e+01
5 10882     2.091899e+02 -3.185300e+02
7 10882     -3.918900e+02 3.856500e+02
8 10882     -2.991300e+02 4.447000e+01
13 10882     4.078003e+01 2.596002e+01
14 10882     1.259400e+02 -4.068600e+02
1 10883     7.478400e+02 3.990100e+02
13 10883     4.649301e+02 1.741200e+02
1 10884     -6.214100e+02 3.982700e+02
4 10884     -1.008400e+02 2.062400e+02
1 10885     6.482900e+02 3.978500e+02
2 10885     -5.110999e+01 2.158500e+02
3 10885     -1.928100e+02 -1.155700e+02
8 10885     3.815002e+01 1.675600e+02
11 10885     3.897800e+02 -2.893800e+02
14 10885     5.723000e+02 -2.687600e+02
1 10886     4.977700e+02 3.959300e+02
3 10886     -2.993000e+02 -1.578500e+02
4 10886     -4.103998e+01 -4.371600e+02
5 10886     5.355500e+02 -2.297400e+02
6 10886     -3.188700e+02 4.501500e+02
7 10886     -8.839001e+01 5.028500e+02
8 10886     -5.364001e+01 1.323800e+02
9 10886     -2.851800e+02 2.192800e+02
1 10887     7.024500e+02 3.966000e+02
5 10887     7.063300e+02 -1.761500e+02
6 10887     -1.465400e+02 5.430600e+02
7 10887     6.832001e+01 5.660400e+02
11 10887     4.306100e+02 -2.782600e+02
1 10888     6.623600e+02 3.942800e+02
3 10888     -1.825600e+02 -1.157800e+02
5 10888     6.799700e+02 -1.889800e+02
6 10888     -1.713500e+02 5.236400e+02
7 10888     4.208002e+01 5.523700e+02
8 10888     4.782001e+01 1.671100e+02
9 10888     -1.841700e+02 2.590000e+02
11 10888     4.024200e+02 -2.890200e+02
12 10888     -7.109985e+00 4.966600e+02
14 10888     5.852400e+02 -2.676000e+02
1 10889     6.623600e+02 3.942800e+02
2 10889     -4.128998e+01 2.143200e+02
3 10889     -1.825600e+02 -1.157800e+02
5 10889     6.799700e+02 -1.889800e+02
6 10889     -1.713500e+02 5.236400e+02
7 10889     4.208002e+01 5.523700e+02
8 10889     4.782001e+01 1.671100e+02
9 10889     -1.841700e+02 2.590000e+02
11 10889     4.024200e+02 -2.890200e+02
12 10889     -7.109985e+00 4.966600e+02
13 10889     4.091801e+02 1.501400e+02
14 10889     5.852400e+02 -2.676000e+02
1 10890     2.279301e+02 3.902300e+02
2 10890     -3.847100e+02 8.378998e+01
5 10890     2.887200e+02 -3.083000e+02
6 10890     -5.764800e+02 3.041900e+02
7 10890     -3.156100e+02 4.050000e+02
8 10890     -2.362000e+02 5.741000e+01
9 10890     -4.713400e+02 1.324600e+02
10 10890     -2.609900e+02 5.503600e+02
11 10890     5.212000e+01 -3.957900e+02
13 10890     1.038200e+02 3.828003e+01
14 10890     2.043600e+02 -3.947400e+02
1 10891     4.549800e+02 3.885000e+02
2 10891     -1.931000e+02 1.525100e+02
7 10891     -1.210200e+02 4.820500e+02
11 10891     2.407100e+02 -3.433500e+02
13 10891     2.680000e+02 9.454999e+01
14 10891     4.093400e+02 -3.320200e+02
1 10892     1.676801e+02 3.828600e+02
7 10892     -3.672700e+02 3.755500e+02
1 10893     5.792800e+02 3.807100e+02
3 10893     -2.365400e+02 -1.530700e+02
7 10893     -1.834003e+01 5.151900e+02
11 10893     3.410300e+02 -3.203100e+02
14 10893     5.183101e+02 -3.055800e+02
1 10894     -6.171500e+02 3.776400e+02
4 10894     -1.118700e+02 2.013900e+02
1 10895     6.490900e+02 3.772900e+02
7 10895     3.722998e+01 5.342300e+02
14 10895     5.780500e+02 -2.880900e+02
1 10896     7.512700e+02 3.748600e+02
6 10896     -9.113000e+01 5.416600e+02
9 10896     -1.284100e+02 2.658200e+02
1 10897     7.512700e+02 3.748600e+02
6 10897     -9.113000e+01 5.416600e+02
9 10897     -1.284100e+02 2.658200e+02
14 10897     6.629399e+02 -2.620600e+02
1 10898     7.830400e+02 3.699600e+02
2 10898     4.823999e+01 2.220100e+02
13 10898     4.936801e+02 1.599600e+02
14 10898     6.894900e+02 -2.593900e+02
1 10899     -6.090000e+02 3.691200e+02
4 10899     -1.165500e+02 1.959000e+02
1 10900     6.424200e+02 3.685200e+02
2 10900     -4.545001e+01 1.855200e+02
5 10900     6.702800e+02 -2.185400e+02
7 10900     3.546002e+01 5.243300e+02
8 10900     4.295001e+01 1.431700e+02
11 10900     3.941700e+02 -3.145500e+02
13 10900     4.016400e+02 1.261700e+02
14 10900     5.755200e+02 -2.981200e+02
1 10901     -3.021200e+02 3.629700e+02
5 10901     -2.584700e+02 -4.795601e+02
1 10902     4.542500e+02 3.503100e+02
7 10902     -1.065000e+02 4.484600e+02
1 10903     -3.540100e+02 3.446100e+02
5 10903     -3.060200e+02 -5.132000e+02
1 10904     -6.190000e+02 3.412400e+02
4 10904     -1.326600e+02 1.986000e+02
1 10905     1.782600e+02 3.186900e+02
7 10905     -3.249100e+02 3.227000e+02
11 10905     2.796002e+01 -4.705700e+02
15 10905     -2.372300e+02 4.922800e+02
1 10906     -1.092300e+02 3.160000e+02
7 10906     -5.927900e+02 2.057600e+02
1 10907     5.155699e+02 3.044500e+02
2 10907     -8.639001e+01 1.084300e+02
5 10907     5.971300e+02 -3.142900e+02
6 10907     -2.289700e+02 3.660700e+02
9 10907     -2.157600e+02 1.662000e+02
10 10907     7.688000e+01 5.658800e+02
11 10907     3.153000e+02 -3.984200e+02
12 10907     -7.476001e+01 3.630100e+02
13 10907     3.461899e+02 4.803003e+01
1 10908     5.155699e+02 3.044500e+02
2 10908     -8.639001e+01 1.084300e+02
6 10908     -2.289700e+02 3.660700e+02
9 10908     -2.157600e+02 1.662000e+02
10 10908     7.688000e+01 5.658800e+02
11 10908     3.153000e+02 -3.984200e+02
1 10909     5.324000e+02 3.048200e+02
8 10909     1.383002e+01 8.332001e+01
9 10909     -2.071100e+02 1.713900e+02
10 10909     9.322998e+01 5.731900e+02
1 10910     4.536899e+02 3.018800e+02
2 10910     -1.302600e+02 8.754999e+01
6 10910     -2.812600e+02 3.321100e+02
9 10910     -2.518700e+02 1.464800e+02
11 10910     2.657200e+02 -4.161700e+02
13 10910     3.042500e+02 2.956000e+01
14 10910     4.547800e+02 -4.156100e+02
1 10911     4.871000e+02 2.837300e+02
6 10911     -2.335600e+02 3.316600e+02
1 10912     1.062300e+02 2.808100e+02
10 10912     -3.404700e+02 3.817900e+02
11 10912     -2.603998e+01 -5.216500e+02
13 10912     6.171002e+01 -8.002002e+01
14 10912     1.475800e+02 -5.441000e+02
15 10912     -3.037600e+02 4.091100e+02
1 10913     -1.501600e+02 2.696100e+02
4 10913     -1.521600e+02 -8.609003e+01
1 10914     -1.955300e+02 2.656700e+02
10 10914     -6.706800e+02 2.391000e+02
1 10915     -2.674600e+02 2.623700e+02
7 10915     -7.185200e+02 8.820001e+01
1 10916     -1.359500e+02 2.601600e+02
4 10916     -1.564900e+02 -9.638000e+01
13 10916     -1.212000e+02 -1.638500e+02
1 10917     -4.027500e+02 2.568400e+02
7 10917     -8.616700e+02 1.898999e+01
13 10917     -3.528300e+02 -2.479700e+02
1 10918     4.127000e+02 2.539400e+02
6 10918     -2.641900e+02 2.656000e+02
11 10918     2.492800e+02 -4.688500e+02
1 10919     -1.477200e+02 2.370000e+02
4 10919     -1.705800e+02 -9.412000e+01
10 10919     -5.979000e+02 2.259200e+02
13 10919     -1.160600e+02 -1.861700e+02
1 10920     -1.548300e+02 2.359000e+02
4 10920     -1.718100e+02 -9.028003e+01
1 10921     3.938400e+02 2.338900e+02
7 10921     -9.167999e+01 3.313400e+02
11 10921     2.392100e+02 -4.916600e+02
1 10922     4.131801e+02 2.280000e+02
5 10922     5.570699e+02 -4.187600e+02
6 10922     -2.396700e+02 2.425700e+02
7 10922     -7.252002e+01 3.344300e+02
10 10922     1.150000e+01 4.460600e+02
11 10922     2.575100e+02 -4.912300e+02
13 10922     3.156000e+02 -3.494000e+01
14 10922     4.704200e+02 -4.995500e+02
1 10923     4.075400e+02 2.251700e+02
5 10923     5.543700e+02 -4.239200e+02
6 10923     -2.416500e+02 2.368300e+02
1 10924     4.504301e+02 2.253200e+02
6 10924     -2.042300e+02 2.602300e+02
1 10925     1.787000e+02 2.228000e+02
8 10925     -1.622400e+02 -6.032001e+01
9 10925     -3.666800e+02 1.728003e+01
1 10926     4.290699e+02 2.194800e+02
4 10926     -1.464900e+02 -4.396899e+02
5 10926     5.776300e+02 -4.227800e+02
6 10926     -2.172800e+02 2.435900e+02
7 10926     -5.546997e+01 3.330100e+02
10 10926     3.145001e+01 4.429900e+02
11 10926     2.737500e+02 -4.951000e+02
13 10926     3.315000e+02 -3.741998e+01
14 10926     4.906600e+02 -5.035601e+02
1 10927     4.290699e+02 2.194800e+02
6 10927     -2.172800e+02 2.435900e+02
1 10928     4.485400e+02 2.196600e+02
4 10928     -1.440700e+02 -4.498000e+02
10 10928     5.150000e+01 4.506800e+02
11 10928     2.899900e+02 -4.892500e+02
1 10929     3.914301e+02 2.171300e+02
6 10929     -2.472300e+02 2.221100e+02
1 10930     5.896600e+02 1.998500e+02
7 10930     8.241998e+01 3.733500e+02
14 10930     6.460100e+02 -4.713400e+02
1 10931     5.497500e+02 1.961500e+02
7 10931     5.377002e+01 3.566600e+02
11 10931     3.839301e+02 -4.827500e+02
1 10932     8.199100e+02 1.934900e+02
6 10932     1.854100e+02 4.326600e+02
7 10932     2.806801e+02 4.547700e+02
8 10932     2.979100e+02 1.401900e+02
10 10932     4.409399e+02 5.631200e+02
12 10932     2.960900e+02 4.277500e+02
13 10932     6.461400e+02 5.538000e+01
1 10933     5.425400e+02 1.834800e+02
6 10933     -8.595001e+01 2.712300e+02
7 10933     5.448999e+01 3.447000e+02
11 10933     3.817000e+02 -4.958300e+02
13 10933     4.295300e+02 -3.234003e+01
14 10933     6.159100e+02 -5.015400e+02
15 10933     2.817800e+02 4.979200e+02
1 10934     6.004999e+01 1.801600e+02
9 10934     -4.143600e+02 -5.003003e+01
13 10934     8.203998e+01 -1.706400e+02
1 10935     5.336300e+02 1.789800e+02
10 10935     1.547200e+02 4.414500e+02
11 10935     3.758800e+02 -5.022700e+02
15 10935     2.725900e+02 4.893800e+02
1 10936     -3.607500e+02 1.713200e+02
7 10936     -7.556800e+02 -3.953998e+01
1 10937     -1.258002e+01 1.565700e+02
7 10937     -4.000400e+02 1.074200e+02
1 10938     2.105900e+02 1.245700e+02
2 10938     1.089000e+02 1.145600e+02
3 10938     1.585999e+01 -2.022000e+02
4 10938     -2.055600e+02 -4.226900e+02
5 10938     6.349800e+02 -5.542700e+02
6 10938     -6.919000e+01 1.333300e+02
8 10938     1.237000e+02 4.985001e+01
9 10938     -2.270001e+01 1.843000e+02
15 10938     -2.700000e+01 2.799600e+02
1 10939     5.893101e+02 1.094100e+02
10 10939     2.443700e+02 3.907500e+02
1 10940     4.737800e+02 1.057600e+02
15 10940     2.961600e+02 3.845700e+02
1 10941     5.870699e+02 8.507001e+01
15 10941     3.896700e+02 4.015000e+02
1 10942     8.594399e+02 8.375000e+01
3 10942     2.964600e+02 -1.292200e+02
6 10942     3.451700e+02 3.768600e+02
8 10942     4.175500e+02 1.286200e+02
9 10942     2.316500e+02 2.560100e+02
11 10942     6.907600e+02 -4.955100e+02
12 10942     4.336500e+02 3.844000e+02
1 10943     1.833199e+02 4.726001e+01
2 10943     1.530500e+02 5.028998e+01
6 10943     -2.738000e+01 4.928998e+01
10 10943     -7.796002e+01 1.699600e+02
12 10943     -1.169000e+01 1.043400e+02
15 10943     -1.673999e+01 1.719000e+02
1 10944     5.091600e+02 2.607001e+01
10 10944     2.559900e+02 2.803300e+02
15 10944     3.791400e+02 3.056100e+02
1 10945     5.091600e+02 2.607001e+01
15 10945     3.791400e+02 3.056100e+02
1 10946     4.508500e+02 2.417999e+01
13 10946     5.824100e+02 -1.395000e+02
15 10946     3.170000e+02 2.768100e+02
1 10947     3.834003e+01 1.996997e+01
10 10947     -2.334600e+02 7.579999e+01
15 10947     -1.951900e+02 5.892999e+01
1 10948     4.289399e+02 2.859985e+00
7 10948     1.525601e+02 2.021100e+02
15 10948     3.037200e+02 2.403900e+02
1 10949     3.541100e+02 2.999878e-01
7 10949     9.887000e+01 1.720400e+02
1 10950     4.970800e+02 -4.880005e+00
7 10950     2.006899e+02 2.176400e+02
1 10951     5.027300e+02 -6.809998e+00
15 10951     3.902700e+02 2.644000e+02
1 10952     -1.739400e+02 -1.316998e+01
7 10952     -4.457300e+02 -1.140200e+02
1 10953     -1.573400e+02 -1.692999e+01
2 10953     -3.387800e+02 -3.754300e+02
7 10953     -4.273400e+02 -1.090700e+02
8 10953     -2.341700e+02 -3.302700e+02
13 10953     2.287000e+01 -3.944300e+02
1 10954     1.688900e+02 -3.716998e+01
4 10954     -3.183600e+02 -4.326500e+02
7 10954     -4.679999e+01 5.862000e+01
10 10954     -5.482001e+01 7.471002e+01
1 10955     8.437600e+02 -4.102002e+01
6 10955     3.985100e+02 2.556500e+02
7 10955     4.137900e+02 2.883800e+02
8 10955     4.582200e+02 4.101999e+01
9 10955     2.773000e+02 1.695600e+02
10 10955     5.688800e+02 3.370700e+02
1 10956     3.511300e+02 -4.390997e+01
2 10956     3.538400e+02 5.746997e+01
1 10957     2.668800e+02 -4.654999e+01
2 10957     2.968400e+02 1.978998e+01
7 10957     4.782001e+01 9.562000e+01
8 10957     2.730400e+02 -3.254001e+01
10 10957     5.478998e+01 1.072700e+02
13 10957     4.905300e+02 -2.452400e+02
15 10957     1.384700e+02 1.003500e+02
1 10958     2.299399e+02 -6.007001e+01
2 10958     2.743400e+02 -1.117999e+01
3 10958     1.807000e+02 -3.169900e+02
7 10958     2.079999e+01 6.747998e+01
13 10958     4.658600e+02 -2.675300e+02
15 10958     9.996997e+01 6.395001e+01
1 10959     8.465300e+02 -6.490002e+01
2 10959     5.004900e+02 6.876001e+01
3 10959     3.651100e+02 -2.431300e+02
6 10959     4.132900e+02 2.380700e+02
7 10959     4.252200e+02 2.700100e+02
9 10959     2.902000e+02 1.565600e+02
10 10959     5.807300e+02 3.154800e+02
13 10959     7.972600e+02 -1.147500e+02
15 10959     7.786700e+02 3.510500e+02
1 10960     -6.514300e+02 -7.027002e+01
4 10960     -3.966600e+02 1.731300e+02
1 10961     2.331400e+02 -7.920001e+01
8 10961     2.636700e+02 -7.197998e+01
1 10962     2.974600e+02 -7.841998e+01
6 10962     1.667500e+02 5.140015e+00
8 10962     3.080100e+02 -4.432001e+01
13 10962     5.244000e+02 -2.600900e+02
1 10963     1.939500e+02 -8.104999e+01
4 10963     -3.480800e+02 -4.618600e+02
1 10964     2.289600e+02 -8.632001e+01
2 10964     2.874000e+02 -3.853003e+01
4 10964     -3.498900e+02 -4.910300e+02
6 10964     1.103100e+02 -4.660999e+01
8 10964     2.629800e+02 -8.084003e+01
1 10965     4.903700e+02 -8.723999e+01
15 10965     4.162700e+02 1.606600e+02
1 10966     3.897700e+02 -9.204999e+01
6 10966     2.413200e+02 4.103003e+01
7 10966     1.649200e+02 1.061900e+02
10 10966     1.915200e+02 1.095500e+02
13 10966     5.910100e+02 -2.434300e+02
15 10966     3.069100e+02 1.064500e+02
1 10967     4.989399e+02 -1.006200e+02
10 10967     2.976899e+02 1.477200e+02
15 10967     4.306899e+02 1.492400e+02
1 10968     4.989399e+02 -1.006200e+02
10 10968     2.976899e+02 1.477200e+02
15 10968     4.306899e+02 1.492400e+02
1 10969     2.085300e+02 -1.114600e+02
2 10969     2.809700e+02 -7.590002e+01
7 10969     2.187000e+01 1.167999e+01
9 10969     1.287500e+02 3.298999e+01
1 10970     2.531300e+02 -1.115800e+02
3 10970     2.252200e+02 -3.529300e+02
1 10971     5.140900e+02 -1.196300e+02
7 10971     2.557100e+02 1.258600e+02
1 10972     -1.737600e+02 -1.274100e+02
13 10972     7.483002e+01 -4.930900e+02
1 10973     1.415000e+02 -1.291500e+02
7 10973     -2.712000e+01 -3.427002e+01
1 10974     -1.307001e+01 -1.314200e+02
10 10974     -2.218400e+02 -1.098400e+02
1 10975     5.457900e+02 -1.368500e+02
10 10975     3.531400e+02 1.292500e+02
1 10976     2.559000e+02 -1.464200e+02
7 10976     7.965997e+01 3.469971e+00
10 10976     8.419000e+01 -8.499756e-01
15 10976     1.748500e+02 -2.800000e+01
1 10977     4.577500e+02 -1.487900e+02
7 10977     2.323101e+02 8.254001e+01
1 10978     1.205300e+02 -1.709000e+02
7 10978     -2.370001e+01 -7.978003e+01
15 10978     2.325000e+01 -1.296800e+02
1 10979     -4.607300e+02 -1.823400e+02
7 10979     -6.185500e+02 -4.171500e+02
15 10979     -7.554500e+02 -4.893700e+02
1 10980     4.732800e+02 -1.817800e+02
7 10980     2.589000e+02 6.158002e+01
1 10981     -6.591300e+02 -1.893500e+02
4 10981     -4.896400e+02 1.652900e+02
1 10982     8.582000e+02 -1.932400e+02
10 10982     6.411100e+02 1.940400e+02
15 10982     8.527000e+02 2.064000e+02
1 10983     -4.543900e+02 -1.987200e+02
7 10983     -6.016000e+02 -4.296400e+02
1 10984     8.159500e+02 -2.079300e+02
7 10984     4.532000e+02 1.442200e+02
1 10985     4.706200e+02 -2.225700e+02
7 10985     2.757800e+02 2.765002e+01
1 10986     -2.165100e+02 -2.235300e+02
4 10986     -4.871400e+02 -1.489100e+02
7 10986     -3.522700e+02 -3.202000e+02
9 10986     -2.014200e+02 -3.970200e+02
15 10986     -4.021000e+02 -3.927400e+02
1 10987     8.186200e+02 -2.366500e+02
7 10987     4.672600e+02 1.222500e+02
8 10987     5.228500e+02 -9.865002e+01
10 10987     6.175900e+02 1.352700e+02
13 10987     8.383700e+02 -2.542900e+02
15 10987     8.257700e+02 1.362400e+02
1 10988     8.406899e+02 -2.490400e+02
2 10988     5.943000e+02 -7.692999e+01
7 10988     4.902200e+02 1.223000e+02
8 10988     5.459800e+02 -9.329999e+01
15 10988     8.583900e+02 1.325500e+02
1 10989     -3.690600e+02 -2.530700e+02
15 10989     -5.845100e+02 -5.237100e+02
1 10990     4.232400e+02 -2.537300e+02
7 10990     2.590900e+02 -1.427002e+01
1 10991     8.660400e+02 -2.540500e+02
2 10991     6.186100e+02 -6.132001e+01
6 10991     5.378199e+02 8.573999e+01
7 10991     5.121899e+02 1.297600e+02
9 10991     3.931200e+02 5.203003e+01
12 10991     6.168800e+02 9.541998e+01
1 10992     8.549301e+02 -2.628200e+02
2 10992     6.132600e+02 -7.621997e+01
3 10992     4.843101e+02 -3.797600e+02
7 10992     5.064100e+02 1.180600e+02
8 10992     5.613900e+02 -9.313000e+01
9 10992     3.889301e+02 3.920001e+01
12 10992     6.102300e+02 8.210999e+01
13 10992     8.797700e+02 -2.598400e+02
1 10993     -1.974300e+02 -2.651200e+02
6 10993     -2.588800e+02 -5.933199e+02
15 10993     -3.496800e+02 -4.326400e+02
1 10994     4.003101e+02 -2.651700e+02
7 10994     2.482000e+02 -3.378998e+01
1 10995     -3.771900e+02 -2.672800e+02
10 10995     -5.719200e+02 -4.404900e+02
15 10995     -5.847100e+02 -5.448700e+02
1 10996     -2.111100e+02 -2.731700e+02
6 10996     -2.638800e+02 -6.112100e+02
7 10996     -3.140900e+02 -3.600900e+02
15 10996     -3.624600e+02 -4.515000e+02
1 10997     -3.996000e+02 -2.788300e+02
10 10997     -5.919800e+02 -4.667100e+02
15 10997     -6.073900e+02 -5.751200e+02
1 10998     3.881000e+02 -2.892900e+02
10 10998     2.751801e+02 -9.003998e+01
1 10999     3.881000e+02 -2.892900e+02
10 10999     2.751801e+02 -9.003998e+01
1 11000     3.898300e+02 -3.031600e+02
15 11000     4.098800e+02 -1.492600e+02
1 11001     -3.883500e+02 -3.039300e+02
10 11001     -5.646600e+02 -4.881300e+02
1 11002     -3.883500e+02 -3.039300e+02
10 11002     -5.646600e+02 -4.881300e+02
1 11003     -2.902100e+02 -3.049100e+02
7 11003     -3.680500e+02 -4.305100e+02
15 11003     -4.454000e+02 -5.391200e+02
1 11004     7.774200e+02 -3.051300e+02
3 11004     4.806300e+02 -4.369000e+02
7 11004     4.741400e+02 5.720001e+01
15 11004     8.189700e+02 3.715997e+01
1 11005     7.780400e+02 -3.180300e+02
7 11005     4.804000e+02 4.771997e+01
10 11005     6.177100e+02 4.045001e+01
15 11005     8.262900e+02 2.232001e+01
1 11006     1.992200e+02 -3.199400e+02
2 11006     3.899700e+02 -2.950800e+02
7 11006     9.902002e+01 -1.773100e+02
8 11006     3.431400e+02 -2.930300e+02
1 11007     2.002300e+02 -3.258400e+02
10 11007     9.698999e+01 -2.132800e+02
1 11008     3.899000e+02 -3.441200e+02
7 11008     2.559000e+02 -1.124100e+02
10 11008     2.911400e+02 -1.448700e+02
1 11009     -6.716500e+02 -3.566600e+02
4 11009     -6.363000e+02 1.544600e+02
1 11010     6.961100e+02 -4.057700e+02
7 11010     4.719700e+02 -4.729999e+01
1 11011     -1.818600e+02 -4.086200e+02
6 11011     -8.182999e+01 -7.004800e+02
7 11011     -1.990900e+02 -4.619700e+02
10 11011     -2.718700e+02 -4.906700e+02
1 11012     7.813800e+02 -4.164700e+02
12 11012     6.688700e+02 -6.829999e+01
1 11013     2.404900e+02 -4.263000e+02
10 11013     1.811000e+02 -2.969100e+02
1 11014     8.108800e+02 -4.293800e+02
7 11014     5.550900e+02 -2.034003e+01
1 11015     -6.528700e+02 -4.634600e+02
4 11015     -7.375000e+02 1.258100e+02
1 11016     8.395200e+02 -4.652200e+02
2 11016     7.573700e+02 -1.918300e+02
7 11016     5.877100e+02 -3.483002e+01
9 11016     5.141400e+02 -4.935999e+01
12 11016     7.372900e+02 -7.622998e+01
1 11017     -5.791100e+02 -4.980601e+02
4 11017     -7.680500e+02 6.103003e+01
1 11018     2.191400e+02 -5.519500e+02
10 11018     2.127600e+02 -4.346000e+02
1 11019     8.182500e+02 5.746600e+02
3 11019     -1.391500e+02 7.626001e+01
1 11020     7.159600e+02 5.738200e+02
4 11020     7.372998e+01 -5.486100e+02
6 11020     -2.023200e+02 7.335100e+02
14 11020     5.747300e+02 -9.635999e+01
1 11021     7.159600e+02 5.738200e+02
4 11021     7.372998e+01 -5.486100e+02
6 11021     -2.023200e+02 7.335100e+02
11 11021     3.861899e+02 -1.447100e+02
1 11022     6.354200e+02 5.645800e+02
2 11022     -1.113700e+02 3.731900e+02
4 11022     6.337000e+01 -5.032000e+02
5 11022     6.143800e+02 -3.709998e+01
6 11022     -2.658900e+02 6.946600e+02
11 11022     3.309600e+02 -1.670900e+02
14 11022     5.149800e+02 -1.221300e+02
1 11023     6.909600e+02 5.641300e+02
4 11023     6.708002e+01 -5.354500e+02
5 11023     6.594200e+02 -2.562000e+01
6 11023     -2.190000e+02 7.154100e+02
8 11023     1.989001e+01 3.001100e+02
14 11023     5.583900e+02 -1.105600e+02
1 11024     6.909600e+02 5.641300e+02
5 11024     6.594200e+02 -2.562000e+01
6 11024     -2.190000e+02 7.154100e+02
